,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
310,3,Jarvis Parkways,Carole,Frost,25,Head,Married,Female,Unemployed,None,None
311,3,Jarvis Parkways,Stephen,Frost-Moore,28,Husband,Married,Male,Public relations account executive,None,None
312,3,Jarvis Parkways,Lawrence,Frost-Moore,8,Son,NA,Male,Student,None,NA
313,3,Jarvis Parkways,Toby,Frost-Moore,8,Son,NA,Male,Student,None,NA
314,3,Jarvis Parkways,Geoffrey,Frost-Moore,5,Son,NA,Male,Student,None,NA
315,4,Jarvis Parkways,Denis,Watkins,32,Head,Married,Male,Fish farm manager,None,Methodist
316,4,Jarvis Parkways,Tracey,Watkins,30,Wife,Married,Female,Armed forces training and education officer,None,Methodist
317,4,Jarvis Parkways,Charlotte,Watkins,6,Daughter,NA,Female,Student,None,NA
318,4,Jarvis Parkways,Leonard,Watkins,3,Adopted Son,NA,Male,Child,None,NA
319,5,Jarvis Parkways,Kate,Holland,29,Head,Married,Female,Veterinary surgeon,None,None
320,5,Jarvis Parkways,Garry,Holland,32,Husband,Married,Male,Meteorologist,None,None
321,5,Jarvis Parkways,Alex,Johnson,38,Cousin,Widowed,Male,Police officer,None,None
322,5,Jarvis Parkways,Katie,Johnson,27,Cousin,Divorced,Female,Production engineer,None,None
323,5,Jarvis Parkways,Ben,Johnson,32,Cousin,Single,Male,"Physicist, medical",None,None
324,5,Jarvis Parkways,Derek,Walton,47,Cousin,Single,Male,"Nurse, learning disability",None,None
325,6,Jarvis Parkways,June,Francis-Baker,45,Head,Married,Female,"Pharmacist, community",None,Christian
326,6,Jarvis Parkways,Allan,Francis-Baker,46,Husband,Married,Male,"Teacher, early years/pre",None,Christian
327,6,Jarvis Parkways,Jacqueline,Francis-Baker,4,Daughter,NA,Female,Child,None,NA
328,6,Jarvis Parkways,Marie,Francis-Baker,2,Daughter,NA,Female,Child,None,NA
329,6,Jarvis Parkways,Joel,Lambert,60,Lodger,Single,Male,Unemployed,None,Christian
330,7,Jarvis Parkways,Molly,Hicks,22,Head,Single,Female,Hydrologist,None,Muslim
331,7,Jarvis Parkways,Dean,Morgan,23,None,Single,Male,Furniture conservator/restorer,None,None
332,7,Jarvis Parkways,Joanne,Rogers,55,None,Single,Female,Intelligence analyst,None,Christian
333,7,Jarvis Parkways,Justin,Watts,39,None,Single,Male,Wellsite geologist,None,Methodist
334,8,Jarvis Parkways,Anna,Grant,53,Head,Single,Female,"Designer, interior/spatial",None,None
335,8,Jarvis Parkways,Tom,Grant-Ward,56,Partner,Single,Male,"Development worker, community",None,None
336,8,Jarvis Parkways,Lindsey,Grant-Ward,28,Daughter,Single,Female,Conference centre manager,None,None
337,8,Jarvis Parkways,Kyle,Grant-Ward,24,Son,Single,Male,Unemployed,None,None
338,8,Jarvis Parkways,Christopher,Grant-Ward,22,Son,Single,Male,University Student,None,None
339,8,Jarvis Parkways,Tracy,Grant-Ward,7,Daughter,NA,Female,Student,None,NA
340,9,Jarvis Parkways,Molly,Sullivan,29,Head,Married,Female,"Scientist, biomedical",None,Muslim
341,9,Jarvis Parkways,Adrian,Sullivan,27,Husband,Married,Male,Communications engineer,None,Muslim
342,9,Jarvis Parkways,Oliver,Sullivan,5,Son,NA,Male,Student,None,NA
343,9,Jarvis Parkways,Darren,Sullivan,1,Son,NA,Male,Child,None,NA
344,10,Jarvis Parkways,Chloe,West,65,Head,Married,Female,English as a second language teacher,None,Christian
345,10,Jarvis Parkways,Hugh,West,67,Husband,Married,Male,"Designer, jewellery",None,None
346,10,Jarvis Parkways,Ryan,Richardson,26,Son,Single,Male,Patent attorney,None,Christian
347,10,Jarvis Parkways,Francesca,Richardson,24,Daughter,Single,Female,"Runner, broadcasting/film/video",None,None
348,10,Jarvis Parkways,Julie,Richardson,22,Daughter,Single,Female,University Student,None,Christian
349,10,Jarvis Parkways,Bernard,Richardson,9,Son,NA,Male,Student,None,NA
350,11,Jarvis Parkways,Denise,Wilson,60,Head,Single,Female,"Scientist, forensic",None,Methodist
351,11,Jarvis Parkways,Vincent,Iqbal,62,Partner,Single,Male,Site engineer,None,Methodist
352,11,Jarvis Parkways,Francesca,Wilson,19,Daughter,Divorced,Female,"Horticulturist, commercial",None,Methodist
353,11,Jarvis Parkways,Judith,Wilson,15,Daughter,NA,Female,Student,None,NA
354,12,Jarvis Parkways,Hazel,Storey,59,Head,Married,Female,Town planner,None,Christian
355,12,Jarvis Parkways,Nigel,Storey,58,Husband,Married,Male,"Teacher, primary school",None,Christian
356,12,Jarvis Parkways,John,Storey,27,Son,Single,Male,TEFL teacher,None,Christian
357,13,Jarvis Parkways,Lorraine,Wilson,63,Head,Married,Female,Advice worker,None,None
358,13,Jarvis Parkways,Daniel,Wilson,65,Husband,Married,Male,Naval architect,None,None
359,13,Jarvis Parkways,Jenna,Wilson,29,Daughter,Single,Female,Technical sales engineer,None,None
360,13,Jarvis Parkways,Jacqueline,Wilson,29,Daughter,Single,Female,"Geneticist, molecular",None,None
361,13,Jarvis Parkways,Christine,Wilson,26,Daughter,Single,Female,Pharmacologist,None,None
362,13,Jarvis Parkways,Kerry,Wilson,21,Daughter,Single,Female,University Student,None,None
363,13,Jarvis Parkways,Laura,Wilson,17,Daughter,NA,Female,Student,None,NA
364,1,Strawberrydraw Street,Russell,Harrison,77,Head,Single,Male,Retired Nature conservation officer,None,Catholic
365,2,Strawberrydraw Street,Melanie,Gordon,53,Head,Divorced,Female,Plant breeder/geneticist,None,Christian
366,3,Strawberrydraw Street,Malcolm,Cameron,66,Head,Divorced,Male,Higher education lecturer,None,Christian
367,4,Strawberrydraw Street,Elizabeth,Edwards,70,Head,Married,Female,Retired Chief Technology Officer,None,None
368,4,Strawberrydraw Street,Marc,Edwards,69,Husband,Married,Male,Retired Risk analyst,None,None
369,5,Strawberrydraw Street,Denise,Goodwin,71,Head,Widowed,Female,Retired Medical sales representative,None,Christian
370,6,Strawberrydraw Street,Beth,Begum,37,Head,Widowed,Female,Geophysicist/field seismologist,None,None
371,7,Strawberrydraw Street,Karl,Kay,88,Head,Widowed,Male,Retired Retail merchandiser,None,Christian
372,8,Strawberrydraw Street,Amber,Andrews,83,Head,Widowed,Female,Retired Telecommunications researcher,None,Catholic
373,9,Strawberrydraw Street,Geoffrey,Lloyd,74,Head,Widowed,Male,Retired Charity fundraiser,None,None
374,10,Strawberrydraw Street,Julie,Cross,22,Head,Married,Female,University Student,None,None
375,10,Strawberrydraw Street,Mathew,Cross,26,Husband,Married,M,Company secretary,None,None
376,11,Strawberrydraw Street,Alan,Clements,79,Head,Widowed,Male,Retired Advertising account planner,None,Catholic
377,12,Strawberrydraw Street,Ben,Anderson,71,Head,Widowed,Male,Retired Chiropodist,None,Christian
378,13,Strawberrydraw Street,Judith,Carter,37,Head,Single,Female,Landscape architect,None,Catholic
379,13,Strawberrydraw Street,Frank,Carter,4,Son,NA,Male,Child,None,NA
380,13,Strawberrydraw Street,Glen,Carter,1,Son,NA,Male,Child,None,NA
381,14,Strawberrydraw Street,Lisa,Clarke,29,Head,Single,Female,Information officer,None,Muslim
382,14,Strawberrydraw Street,Shaun,Shah,31,Partner,Single,Male,Operational investment banker,None,Muslim
383,15,Strawberrydraw Street,Leigh,Rowley,70,Head,Divorced,Male,Retired Emergency planning/management officer,None,None
384,16,Strawberrydraw Street,Donna,Hall,48,Head,Single,Female,"Programmer, systems",None,None
385,16,Strawberrydraw Street,Grace,Hall,9,Daughter,NA,Female,Student,None,NA
386,17,Strawberrydraw Street,Mohammed,Humphries,25,Head,Single,Male,Astronomer,None,Catholic
387,18,Strawberrydraw Street,Holly,Bartlett,51,Head,Single,Female,Water engineer,None,Christian
388,18,Strawberrydraw Street,Russell,Johnson,52,Partner,Single,Male,Archivist,None,None
389,19,Strawberrydraw Street,Duncan,Henderson,57,Head,Divorced,Male,Diagnostic radiographer,None,Catholic
390,19,Strawberrydraw Street,John,Evans,15,Grandson,NA,Male,Student,None,NA
391,20,Strawberrydraw Street,Mitchell,Akhtar,71,Head,Widowed,Male,"Retired Teacher, music",None,Methodist
392,21,Strawberrydraw Street,Charlene,Holland,77,Head,Divorced,Female,Retired Health and safety adviser,None,None
393,22,Strawberrydraw Street,Adrian,Marshall,28,Head,Single,Male,"Engineer, biomedical",None,None
394,23,Strawberrydraw Street,Anne,Marshall,26,Head,Single,Female,Advertising copywriter,None,None
395,23,Strawberrydraw Street,Danny,Murphy,26,Partner,Single,Male,Osteopath,None,None
396,23,Strawberrydraw Street,Elliot,Marshall,3,Son,NA,Male,Child,None,NA
397,23,Strawberrydraw Street,Anthony,Marshall,2,Son,NA,Male,Child,None,NA
398,24,Strawberrydraw Street,Terence,Stewart,61,Head,Divorced,Male,Music tutor,None,Methodist
399,25,Strawberrydraw Street,Jeremy,Martin,61,Head,Single,Male,Patent attorney,None,None
400,25,Strawberrydraw Street,Scott,Smith,30,None,Single,Male,"Engineer, building services",None,Muslim
401,25,Strawberrydraw Street,Karl,Powell,56,None,Single,Male,Risk analyst,None,None
402,26,Strawberrydraw Street,Ashleigh,Harris,21,Head,Single,Female,University Student,None,Muslim
403,26,Strawberrydraw Street,Luke,Hughes,19,None,Single,Male,University Student,None,None
404,27,Strawberrydraw Street,Josephine,Palmer,60,Head,Single,Female,Estate agent,None,Christian
405,28,Strawberrydraw Street,Diane,Morley,32,Head,Married,Female,Technical author,None,Muslim
406,28,Strawberrydraw Street,Brett,Morley,37,Husband,Married,Male,Energy manager,None,Muslim
407,1,Thompson Drive,Margaret,Reid,72,Head,Married,Female,Retired Product/process development scientist,None,Christian
408,1,Thompson Drive,Jeremy,Reid,76,Husband,Married,Male,Unemployed,None,None
409,2,Thompson Drive,Alison,Tucker,28,Head,Divorced,Female,Unemployed,None,Muslim
410,2,Thompson Drive,Michelle,Tucker,10,Daughter,NA,Female,Student,None,NA
411,3,Thompson Drive,Charlotte,James,76,Head,Divorced,Female,Retired Medical laboratory scientific officer,None,Christian
412,3,Thompson Drive,Sylvia,Walsh-James,9,Granddaughter,NA,Female,Student,None,NA
413,4,Thompson Drive,Michelle,Hart,61.7332958,Head,Married,Female,"Therapist, art",None,Christian
414,4,Thompson Drive,Tom,Hart,60.7332958,Husband,Married,Male,Health physicist,None,Christian
415,4,Thompson Drive,Gordon,Hart,6,Son,NA,Male,Student,None,NA
416,4,Thompson Drive,Claire,Hart,2,Daughter,NA,Female,Child,None,NA
417,4,Thompson Drive,Melissa,Bentley,26,Cousin,Single,Female,Chartered legal executive (England and Wales),None,Jewish
418,1,Wakefield Lane,Georgina,Jones,29,Head,Single,Female,Broadcast journalist,None,None
419,2,Wakefield Lane,Terence,Graham,39,Head,Divorced,Male,"Engineer, drilling",None,None
420,2,Wakefield Lane,Leigh,Wood,34,Lodger,Divorced,Male,"Surveyor, minerals",None,None
421,2,Wakefield Lane,Daniel,Willis,49,Lodger,Single,Male,Transport planner,None,None
422,2,Wakefield Lane,Joe,Summers,30,Lodger,Single,Male,Meteorologist,None,Catholic
423,2,Wakefield Lane,Jean,O'Connor,28,Lodger,Single,Female,Radio producer,None,None
424,3,Wakefield Lane,Lydia,Griffiths,63,Head,Divorced,Female,Agricultural engineer,None,Christian
425,3,Wakefield Lane,Aaron,Mitchell,59,None,Single,Male,Medical physicist,None,Christian
426,3,Wakefield Lane,Eleanor,Barker,62,None,Single,Female,"Editor, film/video",None,Christian
427,3,Wakefield Lane,Kim,Brown,40,None,Single,female,Geochemist,None,Methodist
428,3,Wakefield Lane,Lindsey,Wood,26,None,Single,Female,Scientific laboratory technician,None,None
429,4,Wakefield Lane,Scott,Dean,23,Head,Married,Male,Purchasing manager,None,Sikh
430,4,Wakefield Lane,Lisa,Dean,21,Wife,Married,Female,University Student,None,Sikh
431,5,Wakefield Lane,Jayne,Patel,36,Head,Single,Female,"Engineer, maintenance",None,Christian
432,6,Wakefield Lane,Tracey,Holmes,70,Head,Married,f,Retired Minerals surveyor,None,None
433,6,Wakefield Lane,Damian,Holmes,77,Husband,Married,Male,Retired Comptroller,None,None
434,6,Wakefield Lane,Mohammed,Holmes,19,Grandson,Divorced,Male,Hotel manager,None,None
435,6,Wakefield Lane,Andrew,Holmes,16,Grandson,NA,Male,Student,None,NA
436,7,Wakefield Lane,Victor,Hall,78,Head,Married,Male,"Retired Nurse, children's",None,None
437,7,Wakefield Lane,Rebecca,Hall,73,Wife,Married,Female,Retired Electronics engineer,None,None
438,8,Wakefield Lane,Melissa,Lynch,37,Head,Married,Female,Furniture conservator/restorer,None,Christian
439,8,Wakefield Lane,Douglas,Lynch,37,Husband,Married,Male,"Chemist, analytical",None,None
440,8,Wakefield Lane,Gillian,Lynch,2,Daughter,NA,Female,Child,None,NA
441,9,Wakefield Lane,Sam,Chan,19,Head,Single,Male,University Student,None,Catholic
442,10,Wakefield Lane,Anna,Barker,30,Head,Married,Female,Scientific laboratory technician,None,None
443,10,Wakefield Lane,Samuel,Barker,33,Husband,Married,Male,Advertising account planner,None,None
444,10,Wakefield Lane,Gemma,Barker,5,Daughter,NA,Female,Student,None,NA
445,10,Wakefield Lane,Kyle,Barker,2,Son,NA,Male,Child,None,NA
446,10,Wakefield Lane,Eileen,Barker,2,Daughter,NA,Female,Child,None,NA
447,11,Wakefield Lane,Leonard,Barnes,57,Head,Married,Male,Lexicographer,None,Christian
448,11,Wakefield Lane,Julie,Barnes,56,Wife,Married,Female,"Exhibitions officer, museum/gallery",None,None
449,12,Wakefield Lane,Stanley,Hill,70,Head,Married,Male,"Retired Education officer, museum",None,Methodist
450,12,Wakefield Lane,Jenna,Hill,66,Wife,Married,Female,Unemployed,None,Methodist
451,13,Wakefield Lane,Abdul,Bell,48,Head,Married,Male,"Surveyor, land/geomatics",None,Catholic
452,13,Wakefield Lane,Georgina,Bell,45,Wife,Married,Female,Charity officer,None,Catholic
453,1,Roberts Lane,Ricky,Johnson,41,Head,Married,Male,Building control surveyor,None,Christian
454,1,Roberts Lane,Harriet,Johnson,37,Wife,Married,Female,Recruitment consultant,None,Christian
455,1,Roberts Lane,Mark,Johnson,10,Son,NA,Male,Student,None,NA
456,1,Roberts Lane,Brandon,Johnson,9,Son,NA,Male,Student,None,NA
457,2,Roberts Lane,Marian,Humphreys,68,Head,Married,Female,"Retired Buyer, industrial",None,None
458,2,Roberts Lane,Jack,Humphreys,72,Husband,Married,Male,Retired Advertising account executive,None,None
459,2,Roberts Lane,Chelsea,Humphreys,34,Daughter,Single,Female,"Restaurant manager, fast food",None,None
460,2,Roberts Lane,Kelly,Humphreys,29,Daughter,Single,Female,Unemployed,None,None
461,3,Roberts Lane,Abbie,Khan,43,Head,Divorced,Female,Unemployed,None,Christian
462,3,Roberts Lane,Adam,Khan,8,Son,NA,Male,Student,None,NA
463,3,Roberts Lane,Ashleigh,Khan,5,Daughter,NA,Female,Student,None,NA
464,3,Roberts Lane,Kerry,Khan,5,Daughter,NA,Female,Student,None,NA
465,4,Roberts Lane,Patricia,Banks,20,Head,Single,Female,University Student,None,Methodist
466,4,Roberts Lane,Billy,Taylor,23,Partner,Single,Male,"Engineer, electronics",None,Methodist
467,4,Roberts Lane,Norman,Banks,3,Son,NA,Male,Child,None,NA
468,4,Roberts Lane,Samantha,Johnson,20,Lodger,Single,Female,University Student,None,None
469,5,Roberts Lane,Joanne,Hamilton,32,Head,Married,Female,Sports coach,None,Catholic
470,5,Roberts Lane,Darren,Hamilton,36,Husband,Married,Male,Special educational needs teacher,None,None
471,5,Roberts Lane,Shaun,Hamilton,15,Son,NA,Male,Student,None,NA
472,5,Roberts Lane,Ian,Hamilton,11,Son,NA,Male,Student,None,NA
473,6,Roberts Lane,Charlene,Marsh,36,Head,Divorced,Female,Unemployed,None,Christian
474,6,Roberts Lane,Robert,Marsh,9,Son,NA,Male,Student,None,NA
475,6,Roberts Lane,Chloe,Marsh,8,Daughter,NA,f,Student,None,NA
476,6,Roberts Lane,Jack,Marsh,8,Son,NA,Male,Student,None,NA
477,7,Roberts Lane,Pamela,Fry,34,Head,Married,Female,"Psychotherapist, dance movement",None,Christian
478,7,Roberts Lane,Joel,Fry,37,Husband,Married,Male,Restaurant manager,Deaf,None
479,7,Roberts Lane,Maureen,Fry,14,Daughter,NA,Female,Student,None,NA
480,7,Roberts Lane,Valerie,Fry,13,Daughter,NA,Female,Student,None,NA
481,7,Roberts Lane,Brenda,Fry,13,Daughter,NA,Female,Student,None,NA
482,8,Roberts Lane,Abigail,Roberts,46,Head,Married,Female,"Surveyor, planning and development",None,Christian
483,8,Roberts Lane,Donald,Roberts,44,Husband,Married,Male,"Therapist, music",None,None
484,8,Roberts Lane,Tina,Roberts,12,Daughter,NA,Female,Student,None,NA
485,8,Roberts Lane,Bethany,Roberts,11,Daughter,NA,Female,Student,None,NA
486,9,Roberts Lane,Joan,Hill,57,Head,Married,Female,Contracting civil engineer,None,Christian
487,9,Roberts Lane,Kyle,Hill,59,Husband,Married,M,Secretary/administrator,None,Christian
488,10,Roberts Lane,Natasha,Black,56,Head,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
489,10,Roberts Lane,Jeffrey,Davies,58,Partner,Single,Male,Equality and diversity officer,None,None
490,10,Roberts Lane,Sally,Black,21,Daughter,Divorced,Female,University Student,None,None
491,10,Roberts Lane,Max,Black,17,Son,NA,Male,Student,None,NA
492,11,Roberts Lane,Wendy,Wilson,50,Head,Single,Female,Stage manager,None,Muslim
493,11,Roberts Lane,Lee,Wilson,25,Son,Single,Male,"Engineer, land",None,Muslim
494,11,Roberts Lane,Margaret,Wilson,25,Daughter,Divorced,Female,Careers adviser,None,Muslim
495,11,Roberts Lane,Damien,Wilson,23,Adopted Son,Single,Male,"Civil engineer, contracting",None,Muslim
496,12,Roberts Lane,Katherine,Hopkins,31,Head,Divorced,Female,"Engineer, land",None,Sikh
497,12,Roberts Lane,Jodie,Wells-Hopkins,36,Cousin,Divorced,Female,Regulatory affairs officer,None,Sikh
498,13,Roberts Lane,Sara,O'Neill,52,Head,Single,Female,Software engineer,None,Methodist
499,13,Roberts Lane,Damien,Lambert,55,Partner,Single,Male,Legal executive,None,Methodist
500,13,Roberts Lane,Graeme,O'Neill,20,Son,Single,Male,"Therapist, nutritional",None,Methodist
501,13,Roberts Lane,Denis,O'Neill,16,Son,NA,M,Student,None,NA
502,14,Roberts Lane,Rebecca,Wade,58,Head,Single,Female,"Programmer, multimedia",None,None
503,14,Roberts Lane,Alexandra,Hunt,45,None,Single,Female,Higher education lecturer,None,Christian
504,14,Roberts Lane,Russell,Nicholls,62,None,Single,Male,Information officer,None,Christian
505,14,Roberts Lane,Francesca,Shaw,46,None,Single,Female,"Chemist, analytical",None,None
506,14,Roberts Lane,Jeremy,Davies,26,None,Single,male,"Surveyor, building control",None,None
507,14,Roberts Lane,Lorraine,Conway,22,None,Single,Female,University Student,None,Methodist
508,15,Roberts Lane,Samuel,Walsh,51,Head,Married,M,"Geologist, wellsite",None,Christian
509,15,Roberts Lane,Lauren,Walsh,49,Wife,Married,Female,Animator,None,Christian
510,16,Roberts Lane,Kyle,Fowler,35,Head,Married,Male,Unemployed,None,Christian
511,16,Roberts Lane,Lauren,Fowler,38,Wife,Married,Female,Naval architect,None,Christian
512,16,Roberts Lane,Nicola,Fowler,26,Daughter,Single,Female,"Radiographer, diagnostic",None,Christian
513,17,Roberts Lane,Marion,Stephens,48,Head,Single,Female,Unemployed,None,Christian
